,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters
14180,40.76364,-73.9898,170,2,18,0.45,2,63,0
14181,40.80257,-73.94693,399,5,9,0.25,2,12,0
14182,40.79583,-73.97493,87,1,0,0.0,1,0,0
14183,40.81794,-73.94326,75,1,0,0.0,1,0,0
14184,40.64145,-73.96642,55,5,6,0.17,1,0,0
14185,40.66324,-73.95963,40,2,9,0.22,1,0,0
14186,40.65188,-73.96411,55,4,3,0.07,1,0,0
14187,40.76382,-73.99498,140,30,3,0.08,7,365,2
14188,40.70286,-73.90649,71,3,62,2.76,1,291,2
14189,40.6344,-73.8948,177,3,23,0.6,3,363,2
14190,40.72221,-73.99284,395,2,57,1.41,1,279,2
14191,40.72387,-73.979,80,2,1,0.11,1,87,0
14192,40.8263,-73.94375,198,5,42,1.07,1,267,2
14193,40.71731,-73.99108,199,3,4,0.16,2,0,0
14194,40.70684,-73.74627,97,2,252,6.08,1,290,2
14195,40.6735,-73.95486,162,30,26,0.64,3,18,0
14196,40.88214,-73.90847,99,3,1,0.07,1,311,2
14197,40.69187,-73.95408,80,90,0,0.0,1,89,0
14198,40.72663,-73.97852,65,1,1,0.02,1,0,0
14199,40.79226,-73.93895,150,3,73,1.85,1,32,0
14200,40.67734,-73.96076,35,1,2,0.05,1,0,0
14201,40.68636,-73.92599,30,1,1,0.02,1,0,0
14202,40.82561,-73.9446,50,3,107,2.57,1,209,2
14203,40.82332,-73.94705,40,3,4,0.11,1,0,0
14204,40.76254,-73.99974,259,7,5,0.14,1,122,0
14205,40.82765,-73.94889,125,2,3,0.07,1,87,0
14206,40.66209,-73.93947,85,1,1,0.11,1,365,2
14207,40.75862,-73.96841,160,3,50,1.23,1,4,0
14208,40.66252,-73.97911,450,5,2,0.06,1,9,0
14209,40.6811,-73.9542,90,14,12,0.45,1,64,0
14210,40.72147,-73.86317,140,3,84,2.09,1,32,0
14211,40.78116,-73.9786,265,1,0,0.0,1,0,0
14212,40.71628,-73.98999,85,1,1,0.02,1,0,0
14213,40.76366,-73.9479,79,2,29,0.74,1,321,2
14214,40.68389,-73.92128,76,2,2,0.05,1,0,0
14215,40.72729,-73.95138,125,2,0,0.0,1,0,0
14216,40.69449,-73.99188,150,3,7,0.17,1,0,0
14217,40.74129,-73.95004,175,3,22,0.54,1,0,0
14218,40.71781,-73.99569,100,1,0,0.0,1,0,0
14219,40.74219,-73.92485,90,2,3,0.12,2,0,0
14220,40.63649,-73.95614,92,1,25,0.63,2,0,0
14221,40.70532,-73.92814,39,5,0,0.0,1,0,0
14222,40.76802,-73.91685,33,1,0,0.0,1,0,0
14223,40.67754,-73.96163,64,1,2,0.07,1,21,0
14224,40.84901,-73.93859,90,12,1,0.03,1,0,0
14225,40.72808,-73.98763,200,30,22,0.65,1,112,0
14226,40.72761,-74.00902,150,7,9,0.22,1,190,2
14227,40.74815,-74.00493,125,3,0,0.0,1,0,0
14228,40.7598,-73.98537,369,30,0,0.0,121,148,2
14229,40.82564,-73.94143,60,1,6,2.43,1,83,0
14230,40.67824,-73.97106,65,1,245,5.87,13,339,2
14231,40.76101,-73.91573,70,3,65,1.66,1,89,0
14232,40.68443,-74.00392,162,3,37,1.06,1,22,0
14233,40.73939,-73.983,250,28,5,0.13,1,0,0
14234,40.67156,-73.95684,75,2,13,0.47,1,354,2
14235,40.87223,-73.84335,95,3,206,4.98,2,144,0
14236,40.68366,-73.94607,75,2,129,3.36,3,227,2
14237,40.74514,-73.83137,60,1,66,3.07,8,67,0
14238,40.72794,-73.98731,189,2,9,0.23,1,23,0
14239,40.68627,-73.94898,66,1,0,0.0,1,0,0
14240,40.7169,-73.94714,100,2,0,0.0,1,0,0
14241,40.68121,-73.96319,190,7,60,1.66,1,0,0
14242,40.66227,-73.99138,50,1,1,0.02,1,0,0
14243,40.7341,-74.00434,814,3,31,0.78,1,353,3
14244,40.72104,-73.98298,100,2,1,0.03,1,0,0
14245,40.65993,-73.95725,125,1,151,3.86,1,37,0
14246,40.70818,-73.94952,90,1,17,0.44,3,0,0
14247,40.71187,-73.95566,250,1,0,0.0,1,0,0
14248,40.74214,-73.92463,115,1,0,0.0,1,0,0
14249,40.80735,-73.95684,300,2,26,0.64,1,176,2
14250,40.66355,-73.98056,145,3,147,3.62,1,235,2
14251,40.80771,-73.93967,65,7,7,0.3,1,0,0
14252,40.71884,-73.98594,150,1,1,0.03,1,0,0
14253,40.70131,-73.93032,50,2,0,0.0,1,0,0
14254,40.75774,-73.99523,80,30,3,0.07,7,356,2
14255,40.78119,-73.9468,200,5,6,0.17,1,67,0
14256,40.81238,-73.95319,69,2,128,3.16,9,365,2
14257,40.76355,-73.99391,150,1,52,1.26,1,7,0
14258,40.79736,-73.94203,79,1,149,3.63,1,290,2
14259,40.64261,-73.95779,219,2,119,2.93,1,275,2
14260,40.7264,-73.97889,199,2,67,1.64,1,39,0
14261,40.73134,-74.00215,450,30,0,0.0,96,327,2
14262,40.76726,-73.81217,27,1,0,0.0,1,0,0
14263,40.75912,-73.9621,550,1,57,1.44,3,267,2
14264,40.76578,-73.99309,120,1,0,0.0,1,0,0
14265,40.78482,-73.95191,90,4,9,0.22,1,0,0
14266,40.75957,-73.96802,70,1,1,0.02,2,0,0
14267,40.76163,-73.96956,70,1,2,0.05,2,0,0
14268,40.73144,-73.95745,110,2,0,0.0,1,0,0
14269,40.69257,-73.99304,100,1,0,0.0,1,0,0
14270,40.73788,-73.98103,150,1,2,0.05,1,0,0
14271,40.71567,-74.00061,200,1,33,0.8,1,0,0
14272,40.78731,-73.97407,145,3,2,0.05,1,0,0
14273,40.70673,-73.92695,79,2,134,3.26,1,2,0
14274,40.80129,-73.95389,95,2,2,0.14,4,88,0
14275,40.73816,-73.88211,55,1,63,2.92,1,21,0
14276,40.69308,-73.96649,207,2,58,1.49,4,1,0
14277,40.84393,-73.94065,83,2,142,3.55,1,80,0
14278,40.84411,-73.93784,50,3,89,2.54,1,113,0
14279,40.70925,-73.94909,50,1,0,0.0,1,0,0
14280,40.83135,-73.94442,200,3,114,3.19,1,165,2
14281,40.72118,-73.98875,100,3,19,0.46,4,303,2
14282,40.66483,-73.88208,119,4,148,3.75,1,111,0
14283,40.69458,-73.96757,175,1,58,1.45,4,331,2
14284,40.67415,-73.9163,49,2,115,2.96,2,59,0
14285,40.64779,-73.97956,45,500,0,0.0,1,358,2
14286,40.79733,-73.93955,110,1,221,5.53,1,348,2
14287,40.69712,-73.93055,70,1,0,0.0,1,0,0
14288,40.73562,-73.98756,500,4,49,1.23,1,249,2
14289,40.6785,-73.99594,180,4,37,0.91,1,185,2
14290,40.68673,-73.9579,145,1,153,4.66,1,47,0
14291,40.71725,-73.95392,60,7,0,0.0,1,0,0
14292,40.73198,-74.00239,550,30,0,0.0,96,352,2
14293,40.82645,-73.94426,57,3,90,2.26,1,247,2
14294,40.68652,-73.93506,98,30,13,0.32,3,140,0
14295,40.79014,-73.94698,120,3,33,0.86,1,0,0
14296,40.71813,-73.8386,100,2,1,0.03,1,0,0
14297,40.75744,-73.9936,90,1,6,0.14,1,0,0
14298,40.66841,-73.93621,85,25,1,0.03,1,0,0
14299,40.69731,-73.98228,120,30,9,0.22,1,0,0
14300,40.72683,-73.99328,180,3,4,0.59,1,0,0
14301,40.70606,-73.92884,149,1,0,0.0,2,0,0
14302,40.82546,-73.95292,90,10,6,0.18,1,6,0
14303,40.73427,-73.98456,250,2,4,0.14,1,0,0
14304,40.74523,-73.94906,50,2,3,0.41,1,0,0
14305,40.76198,-73.99739,550,1,0,0.0,1,0,0
14306,40.83219,-73.94334,50,1,0,0.0,1,0,0
14307,40.58571,-73.96711,90,7,32,0.83,1,71,0
14308,40.69155,-73.94975,165,4,123,3.08,1,43,0
14309,40.67153,-73.988,70,1,3,0.07,1,0,0
14310,40.89694,-73.86055,90,2,199,5.0,2,319,2
14311,40.68437,-73.95849,109,3,3,0.08,1,0,0
14312,40.67989,-73.91838,96,2,64,1.58,1,256,2
14313,40.66473,-73.98704,390,4,14,0.36,2,13,0
14314,40.65895,-73.97768,78,5,1,0.02,1,0,0
14315,40.69995,-73.92612,50,1,1,0.03,1,0,0
14316,40.71119,-73.95097,200,1,0,0.0,1,0,0
14317,40.74545,-73.98128,112,3,1,0.02,1,0,0
14318,40.79191,-73.97322,117,30,4,0.13,96,327,2
14319,40.67963,-73.97054,50,1,257,6.23,13,286,2
14320,40.71874,-73.96077,200,1,0,0.0,1,0,0
14321,40.68675,-73.97923,185,30,13,0.33,1,212,2
14322,40.87556,-73.8584,85,2,147,3.88,1,304,2
14323,40.71323,-73.99752,235,2,66,1.63,5,184,2
14324,40.80586,-73.93861,75,5,2,0.05,1,0,0
14325,40.7591,-73.96334,180,30,1,0.03,49,364,2
14326,40.7113,-73.99442,100,4,26,0.85,1,0,0
14327,40.6881,-73.94516,75,1,0,0.0,1,0,0
14328,40.68642,-73.97701,200,1,0,0.0,1,12,0
14329,40.80288,-73.96484,125,3,6,0.15,1,0,0
14330,40.73201,-73.98328,130,30,6,0.17,39,246,2
14331,40.78,-73.91672,99,4,17,0.44,1,0,0
14332,40.69032,-73.93699,40,1,5,0.12,1,0,0
14333,40.74389,-73.98515,120,1,28,0.89,1,17,0
14334,40.71617,-73.95379,350,5,54,1.38,1,274,2
14335,40.75332,-73.93343,84,1,25,2.56,1,69,0
14336,40.74544,-73.9748,83,30,1,0.09,52,311,2
14337,40.67923,-73.97659,125,2,8,0.2,1,0,0
14338,40.71987,-73.95427,110,3,0,0.0,1,0,0
14339,40.69823,-73.9431,38,7,0,0.0,1,0,0
14340,40.76162,-73.96588,138,30,2,0.05,49,341,2
14341,40.65505,-73.96086,100,4,4,0.11,1,0,0
14342,40.75925,-73.99427,150,4,37,0.92,1,0,0
14343,40.71312,-73.99669,90,1,5,0.12,5,0,0
14344,40.76792,-73.96724,154,30,8,0.22,12,18,0
14345,40.6774,-73.94888,75,3,29,0.85,1,67,0
14346,40.72438,-73.98782,110,30,10,0.28,9,337,2
14347,40.7359,-73.91912,129,1,52,1.27,8,250,2
14348,40.68498,-73.9996,190,31,23,0.62,1,288,2
14349,40.75577,-73.99466,185,2,205,5.83,1,233,2
14350,40.72196,-73.98345,108,2,36,1.18,1,51,0
14351,40.71327,-73.99853,98,1,10,0.24,5,0,0
14352,40.69931,-73.91603,39,4,0,0.0,2,0,0
14353,40.67981,-73.94372,145,2,125,3.23,1,271,2
14354,40.73598,-73.98161,125,1,19,0.47,1,0,0
14355,40.67305,-73.94533,85,1,1,0.02,1,0,0
14356,40.82345,-73.9033,89,1,185,4.52,3,104,0
14357,40.73455,-73.99171,245,30,0,0.0,49,364,2
14358,40.7318,-73.98998,230,30,0,0.0,49,363,2
14359,40.67502,-73.9178,43,3,10,0.25,2,305,2
14360,40.66727,-73.95274,40,4,1,0.03,1,0,0
14361,40.72003,-73.98646,200,3,8,0.21,4,333,2
14362,40.79481,-73.97185,40,21,11,0.27,1,177,2
14363,40.68567,-73.93257,85,180,0,0.0,1,1,0
14364,40.715,-73.95,50,1,0,0.0,1,0,0
14365,40.82485,-73.93774,75,1,1,0.02,1,0,0
14366,40.71862,-73.997,255,31,0,0.0,1,317,2
14367,40.73386,-74.0046,199,1,10,0.25,1,0,0
14368,40.67801,-73.96739,70,5,2,0.05,3,0,0
14369,40.67327,-73.8872,33,1,147,4.08,2,231,2
14370,40.75771,-73.96872,90,3,3,0.07,1,0,0
14371,40.73618,-74.009,150,1,0,0.0,1,0,0
14372,40.71894,-73.99293,229,2,147,3.9,3,283,2
14373,40.675,-73.9656,34,2,2,0.05,1,0,0
14374,40.86609,-73.92638,115,3,6,0.18,1,0,0
14375,40.71319,-73.95807,171,1,201,4.87,1,293,2
14376,40.69585,-73.83098,50,2,5,0.25,5,344,2
14377,40.77837,-73.94802,70,1,0,0.0,1,0,0
14378,40.66275,-73.76391,40,2,375,9.26,3,336,2
14379,40.72282,-73.85571,37,25,15,0.45,2,330,2
14380,40.76626,-73.93054,1800,3,5,0.13,2,90,3
14381,40.67648,-73.9634,36,1,19,0.53,2,0,0
14382,40.69967,-73.91403,65,7,1,0.03,2,0,0
14383,40.76096,-73.9672,120,5,0,0.0,1,0,0
14384,40.72814,-73.98018,135,2,25,0.62,1,0,0
14385,40.79101,-73.97961,2000,4,2,0.06,1,75,3
14386,40.76015,-73.79105,70,4,0,0.0,1,0,0
14387,40.75266,-73.97378,160,3,1,0.02,1,0,0
14388,40.76112,-73.99075,70,1,0,0.0,1,0,0
14389,40.72434,-73.98904,140,1,6,0.18,1,0,0
14390,40.68472,-73.93145,69,3,23,0.57,1,317,2
14391,40.85585,-73.93741,125,5,2,0.05,1,0,0
14392,40.73268,-73.98551,700,5,87,2.12,1,266,3
14393,40.70647,-73.93265,64,3,10,0.27,1,0,0
14394,40.71554,-73.94115,250,3,7,0.38,1,0,0
14395,40.79606,-73.94881,30,1,1,0.02,1,0,0
14396,40.82731,-73.91632,100,2,54,1.32,1,0,0
14397,40.70346,-73.93523,40,5,0,0.0,1,0,0
14398,40.7357,-73.98396,200,1,0,0.0,1,0,0
14399,40.67788,-73.98086,90,5,0,0.0,1,0,0
14400,40.77416,-73.95259,145,5,54,1.43,1,236,2
14401,40.72224,-73.99192,170,1,0,0.0,1,0,0
14402,40.68354,-73.96748,70,6,18,0.47,1,203,2
14403,40.83336,-73.94333,70,2,118,2.93,1,283,2
14404,40.73292,-74.00222,168,1,1,0.02,1,0,0
14405,40.68556,-73.92767,195,4,5,0.14,1,15,0
14406,40.77616,-73.98485,250,3,6,0.15,1,0,0
14407,40.76508,-73.99087,55,10,0,0.0,1,0,0
14408,40.68018,-73.96582,75,16,9,0.24,1,0,0
14409,40.70192,-73.92464,55,30,0,0.0,1,0,0
14410,40.7066,-73.92115,75,3,0,0.0,1,0,0
14411,40.69488,-73.9434,50,7,10,0.25,3,243,2
14412,40.72814,-73.97995,85,1,4,0.11,1,0,0
14413,40.69062,-73.93497,28,1,5,0.12,1,0,0
14414,40.80296,-73.94399,60,5,39,1.2,5,271,2
14415,40.66143,-73.95999,70,1,0,0.0,1,0,0
14416,40.74322,-73.99744,165,6,4,0.19,1,13,0
14417,40.79589,-73.96811,145,1,1,0.02,1,0,0
14418,40.77511,-73.95276,125,10,5,0.12,1,88,0
14419,40.73313,-74.00336,250,1,1,0.02,1,0,0
14420,40.64495,-73.95896,69,5,1,0.34,1,0,0
14421,40.86083,-73.92626,140,3,5,0.13,1,8,0
14422,40.67771,-73.96979,250,1,25,0.63,13,0,0
14423,40.73157,-73.98792,278,30,0,0.0,49,339,2
14424,40.73235,-73.98823,285,30,0,0.0,49,364,2
14425,40.76821,-73.9125,60,1,72,1.82,4,0,0
14426,40.69873,-73.93937,30,50,2,0.05,1,0,0
14427,40.70821,-73.94719,65,2,9,0.25,1,0,0
14428,40.86761,-73.92718,29,1,93,2.28,3,90,0
14429,40.72152,-73.97999,65,2,4,0.1,2,1,0
14430,40.88599,-73.89868,45,6,0,0.0,2,0,0
14431,40.76796,-73.95205,130,1,21,0.56,2,53,0
14432,40.71259,-73.95974,75,3,0,0.0,1,0,0
14433,40.69585,-73.92585,50,2,1,0.03,1,0,0
14434,40.71055,-73.95017,160,7,4,0.1,1,0,0
14435,40.73733,-73.95336,65,1,0,0.0,1,0,0
14436,40.76658,-73.95224,39,1,5,0.12,1,0,0
14437,40.7328,-73.9841,145,1,125,3.63,1,0,0
14438,40.68079,-73.95556,195,4,122,3.01,1,236,2
14439,40.7651,-73.98854,79,1,2,0.05,2,0,0
14440,40.69033,-73.9083,50,30,12,0.31,4,326,2
14441,40.86679,-73.92552,35,3,10,0.24,2,31,0
14442,40.72048,-73.9906,325,2,130,3.3,2,139,2
14443,40.78626,-73.94429,40,4,2,0.05,1,0,0
14444,40.70969,-73.9592,95,30,10,0.3,2,27,0
14445,40.76898,-73.98453,105,4,0,0.0,1,0,0
14446,40.86313,-73.92162,43,2,55,1.98,1,0,0
14447,40.71175,-73.96728,225,1,6,0.28,1,89,0
14448,40.79153,-73.97174,175,3,3,0.08,1,0,0
14449,40.70515,-73.925,75,1,0,0.0,1,0,0
14450,40.68963,-73.99259,94,1,39,0.98,1,4,0
14451,40.69607,-73.92295,100,1,0,0.0,1,0,0
14452,40.73469,-73.99838,200,3,1,0.03,1,0,0
14453,40.81357,-73.93575,95,2,74,1.85,1,92,0
14454,40.71987,-73.99729,65,5,19,0.67,1,89,0
14455,40.717,-73.9565,349,2,42,1.07,1,337,2
14456,40.7106,-73.95884,41,1,4,0.1,1,0,0
14457,40.76189,-73.98961,200,3,1,0.03,1,0,0
14458,40.64181,-73.9522,85,2,168,4.22,1,246,2
14459,40.73546,-73.98057,1200,2,0,0.0,1,0,3
14460,40.68073,-73.96217,150,2,3,0.08,1,35,0
14461,40.79191,-73.94613,65,1,1,0.03,1,0,0
14462,40.76179,-73.99403,110,1,161,4.42,6,165,2
14463,40.72916,-73.97816,75,120,0,0.0,1,173,2
14464,40.81696,-73.94164,80,3,69,1.7,1,3,0
14465,40.69783,-73.90998,45,3,6,0.15,1,0,0
14466,40.68164,-73.93497,83,4,106,2.64,1,201,2
14467,40.85324,-73.86506,40,2,83,2.08,1,276,2
14468,40.69627,-73.9345,79,3,37,0.94,7,358,2
14469,40.67893,-73.97068,70,1,0,0.0,1,0,0
14470,40.81312,-73.94273,177,3,90,2.59,3,175,2
14471,40.70718,-73.94672,60,1,0,0.0,1,0,0
14472,40.77271,-73.98811,190,1,2,0.05,1,0,0
14473,40.79766,-73.94756,240,2,5,0.13,1,0,0
14474,40.7695,-73.9532,150,2,10,0.25,1,0,0
14475,40.68789,-73.9441,31,29,10,0.25,1,0,0
14476,40.81633,-73.96147,110,1,3,0.09,1,0,0
14477,40.6848,-73.98894,120,2,5,0.13,1,0,0
14478,40.72555,-73.95323,176,3,122,3.63,1,54,0
14479,40.7213,-73.989,199,4,9,0.22,1,0,0
14480,40.67941,-74.0124,200,1,0,0.0,1,0,0
14481,40.72347,-73.94199,70,1,0,0.0,1,0,0
14482,40.74721,-73.98968,65,1,0,0.0,1,0,0
14483,40.70223,-73.9148,60,2,1,0.02,1,0,0
14484,40.80761,-73.94249,140,4,7,0.2,1,128,0
14485,40.67948,-73.96567,150,21,1,0.03,1,0,0
14486,40.71905,-73.95426,200,1,0,0.0,1,0,0
14487,40.66216,-73.98985,55,1,1,0.3,1,0,0
14488,40.72201,-73.98277,200,2,7,3.68,1,36,0
14489,40.79736,-73.94442,100,2,77,1.9,1,235,2
14490,40.77349,-73.92648,112,1,2,0.07,1,0,0
14491,40.71097,-73.94549,45,5,0,0.0,1,0,0
14492,40.69586,-73.95026,75,5,3,0.08,1,0,0
14493,40.70723,-73.94939,45,1,1,0.03,1,0,0
14494,40.75225,-73.97177,499,3,0,0.0,1,0,0
14495,40.6885,-73.99526,160,2,205,5.08,1,6,0
14496,40.75179,-73.89015,100,2,6,0.17,1,0,0
14497,40.72793,-73.98771,175,1,2,0.05,1,0,0
14498,40.74448,-73.99221,80,40,2,0.05,1,0,0
14499,40.71016,-73.96076,60,3,8,0.36,1,3,0
14500,40.70425,-74.00845,175,30,2,0.05,96,312,2
14501,40.75106,-73.88349,65,2,17,0.44,1,314,2
14502,40.73682,-74.00238,159,2,47,1.16,1,361,2
14503,40.70679,-73.91692,118,2,153,3.77,1,337,2
14504,40.7416,-73.90684,120,3,88,2.25,1,303,2
14505,40.71523,-73.98489,91,2,42,1.1,1,80,0
14506,40.68285,-73.99495,125,5,1,0.03,1,0,0
14507,40.67283,-73.95551,55,1,21,0.53,2,0,0
14508,40.73117,-73.98386,175,3,6,1.91,1,0,0
14509,40.82044,-73.93605,100,1,0,0.0,1,0,0
14510,40.79804,-73.96135,140,30,19,0.47,12,256,2
14511,40.8006,-73.95314,55,1,0,0.0,1,0,0
14512,40.67937,-73.98404,40,3,1,0.02,1,0,0
14513,40.76241,-73.98587,180,30,5,0.15,96,303,2
14514,40.74859,-73.93904,110,30,32,0.84,1,66,0
14515,40.75579,-73.9148,90,2,101,2.91,1,266,2
14516,40.71004,-73.95644,50,1,2,0.07,1,0,0
14517,40.67834,-73.92442,135,30,155,3.97,1,281,2
14518,40.71745,-73.9569,60,3,1,0.03,1,0,0
14519,40.74308,-73.98172,200,2,12,0.52,1,0,0
14520,40.77327,-73.94982,90,10,23,0.6,1,8,0
14521,40.77137,-73.98321,180,1,0,0.0,1,0,0
14522,40.73982,-74.00807,228,1,10,0.25,1,0,0
14523,40.77661,-73.98228,250,4,3,0.08,1,0,0
14524,40.69462,-73.80178,40,1,1,0.03,1,88,0
14525,40.82283,-73.95247,65,14,42,1.04,4,185,2
14526,40.73642,-74.00263,188,30,2,0.06,49,342,2
14527,40.8042,-73.96507,130,5,1,0.02,1,0,0
14528,40.72306,-73.94786,140,2,43,1.06,1,0,0
14529,40.73133,-74.00459,130,1,74,1.86,2,243,2
14530,40.68623,-73.98956,300,29,7,0.19,2,312,2
14531,40.82195,-73.95508,50,4,64,3.31,2,162,2
14532,40.6758,-73.95578,75,4,6,0.16,1,0,0
14533,40.7437,-73.99476,200,30,7,0.49,39,311,2
14534,40.69322,-73.92378,250,1,6,0.15,4,0,0
14535,40.73958,-73.87288,100,1,0,0.0,1,0,0
14536,40.68647,-73.92849,112,2,168,4.11,2,291,2
14537,40.75994,-73.99781,230,30,0,0.0,3,176,2
14538,40.70563,-74.00658,170,30,3,0.1,96,312,2
14539,40.72526,-73.99031,79,2,14,0.34,1,0,0
14540,40.76071,-73.99188,125,3,0,0.0,3,0,0
14541,40.76279,-73.9854,285,30,7,0.19,96,311,2
14542,40.76144,-73.99827,421,30,0,0.0,3,0,0
14543,40.72132,-73.98369,110,3,26,0.64,1,0,0
14544,40.71213,-73.95654,690,1,91,2.28,1,169,3
14545,40.81575,-73.94913,169,3,96,2.51,1,39,0
14546,40.67677,-73.93783,60,3,1,0.03,1,0,0
14547,40.72474,-73.95508,70,2,28,1.12,1,0,0
14548,40.79576,-73.96856,150,2,21,0.53,3,333,2
14549,40.7989,-73.96775,120,12,0,0.0,1,0,0
14550,40.80136,-73.95476,140,4,0,0.0,1,0,0
14551,40.72697,-73.98072,160,4,19,0.48,1,343,2
14552,40.69165,-73.943,50,1,210,5.17,4,189,2
14553,40.68165,-73.84558,120,4,70,1.76,4,51,0
14554,40.68701,-73.96174,140,3,4,0.11,1,0,0
14555,40.67884,-73.99238,619,5,9,0.23,1,54,3
14556,40.73994,-73.99005,600,5,28,0.71,1,338,3
14557,40.81086,-73.94037,76,14,2,0.05,1,0,0
14558,40.70017,-73.92081,35,1,0,0.0,1,0,0
14559,40.75321,-73.97215,75,1,2,0.1,1,0,0
14560,40.73884,-73.8665,40,16,34,0.87,2,146,0
14561,40.69483,-73.96403,54,2,30,1.17,1,333,2
14562,40.72225,-73.99473,140,2,44,1.1,1,110,0
14563,40.76584,-73.98422,225,30,0,0.0,49,348,2
14564,40.8285,-73.94889,87,1,2,0.23,3,332,2
14565,40.87665,-73.90855,131,3,43,1.18,1,317,2
14566,40.75066,-73.97037,198,30,0,0.0,49,364,2
14567,40.80792,-73.96728,450,5,9,0.33,1,329,2
14568,40.65976,-73.95604,175,2,123,3.32,2,67,0
14569,40.74573,-73.97802,100,1,1,0.03,1,0,0
14570,40.78838,-73.97892,250,1,0,0.0,1,0,0
14571,40.77156,-73.98284,280,2,60,1.47,1,317,2
14572,40.68674,-73.93375,135,30,26,0.64,1,365,2
14573,40.66391,-73.95179,2100,120,0,0.0,1,363,3
14574,40.7604,-73.9741,1100,2,20,0.53,2,268,3
14575,40.68084,-73.84765,87,4,86,2.13,4,58,0
14576,40.80187,-73.94705,165,3,60,1.49,1,278,2
14577,40.69277,-73.97449,170,1,12,0.3,1,0,0
14578,40.74852,-73.8889,50,1,0,0.0,1,188,2
14579,40.88058,-73.91812,79,186,7,0.18,1,365,2
14580,40.74549,-73.99473,84,1,13,0.36,2,23,0
14581,40.80752,-73.96713,375,7,5,0.14,1,0,0
14582,40.78222,-73.94725,135,2,31,0.83,1,0,0
14583,40.66397,-73.98538,125,1,7,0.17,2,0,0
14584,40.68962,-73.95169,79,1,16,0.41,1,0,0
14585,40.82334,-73.94811,165,2,90,2.58,1,35,0
14586,40.77287,-73.95292,300,31,1,0.03,1,201,2
14587,40.83038,-73.94531,45,1,2,0.05,1,0,0
14588,40.76687,-73.98273,400,30,2,0.06,39,188,2
14589,40.6718,-73.94266,40,2,2,0.05,1,0,0
14590,40.7939,-73.97404,60,3,2,0.05,1,0,0
14591,40.75921,-73.97361,250,3,167,4.42,2,198,2
14592,40.67634,-73.94133,55,30,0,0.0,1,365,2
14593,40.71659,-73.98949,199,3,92,2.28,1,48,0
14594,40.71946,-73.94193,130,30,42,1.06,1,0,0
14595,40.79712,-73.93469,44,6,14,0.35,1,335,2
14596,40.7219,-73.99669,200,5,5,0.12,1,0,0
14597,40.75485,-73.82138,90,3,1,0.02,1,0,0
14598,40.7339,-73.98523,139,1,0,0.0,1,0,0
14599,40.67578,-73.92731,250,7,0,0.0,1,0,0
14600,40.78687,-73.94542,120,5,35,1.27,2,303,2
14601,40.62637,-74.02989,100,4,2,0.09,1,0,0
14602,40.67509,-73.9572,133,2,0,0.0,1,0,0
14603,40.79922,-73.94677,120,3,0,0.0,2,0,0
14604,40.70997,-73.9647,100,1,1,0.02,1,0,0
14605,40.74161,-74.00162,70,1,0,0.0,1,0,0
14606,40.66052,-73.9939,200,4,1,0.03,1,0,0
14607,40.76973,-73.9566,89,5,16,0.4,2,80,0
14608,40.72005,-73.95677,75,1,1,0.03,1,0,0
14609,40.72895,-73.98558,200,1,0,0.0,1,0,0
14610,40.76991,-73.95145,90,1,38,0.95,2,361,2
14611,40.72705,-74.00314,190,2,53,1.42,2,38,0
14612,40.8348,-73.94067,150,2,119,2.95,1,300,2
14613,40.84077,-73.93924,85,30,6,0.17,34,311,2
14614,40.71713,-73.98906,65,1,14,0.35,1,0,0
14615,40.84098,-73.94085,110,30,7,0.18,34,252,2
14616,40.71556,-73.99209,70,1,88,5.44,1,55,0
14617,40.68692,-73.94242,55,3,10,0.25,1,0,0
14618,40.74512,-73.98176,75,1,0,0.0,1,0,0
14619,40.7653,-73.98825,59,1,1,0.02,2,0,0
14620,40.67764,-73.97835,200,3,4,0.1,1,0,0
14621,40.71931,-73.98393,85,5,1,0.03,1,0,0
14622,40.70273,-73.91565,85,1,0,0.0,1,0,0
14623,40.74493,-73.9537,158,1,1,0.03,1,0,0
14624,40.63974,-73.97439,35,14,2,0.06,1,0,0
14625,40.64885,-73.94681,57,1,206,5.2,3,89,0
14626,40.76035,-73.99052,138,1,20,0.5,1,265,2
14627,40.81032,-73.95415,90,2,198,4.87,1,39,0
14628,40.68174,-73.91365,125,2,40,0.99,3,354,2
14629,40.69413,-73.9723,999,2,94,2.85,2,361,3
14630,40.79504,-73.94584,225,2,4,0.1,1,0,0
14631,40.77587,-73.91775,45,1,5,0.13,1,0,0
14632,40.71351,-73.99692,150,5,37,0.91,2,0,0
14633,40.77505,-73.95357,150,1,3,0.1,1,0,0
14634,40.77872,-73.98025,140,1,8,0.2,1,0,0
14635,40.67667,-73.79829,40,3,11,0.33,1,318,2
14636,40.75453,-73.96473,205,30,0,0.0,49,364,2
14637,40.7471,-73.97263,190,30,0,0.0,49,364,2
14638,40.74118,-74.00012,110,1,48,1.8,2,67,0
14639,40.6756,-73.78244,150,1,257,7.38,4,80,0
14640,40.76769,-73.95616,100,1,0,0.0,1,0,0
14641,40.77697,-73.95372,75,1,0,0.0,1,0,0
14642,40.66258,-73.95205,115,2,44,1.11,2,126,0
14643,40.67525,-73.96418,50,1,0,0.0,1,0,0
14644,40.72983,-74.00557,190,1,25,0.67,1,158,2
